Country, Latitude, Longitude
az,40.055451,46.202845
az,40.089459,48.677945
az,40.089459,48.677945
az,38.921944,48.1575
az,39.562771,47.205384
az,38.921944,48.1575
az,39.219723,46.706738
az,39.219723,46.706738
az,41.540303,48.887974
az,39.433333,48.45
az,41.722778,46.235278
az,40.501667,46.429444
az,39.136324,45.63744
az,39.136324,45.63744
az,41.036973,47.740479
az,39.257323,48.404588
az,39.257323,48.404588
az,39.257323,48.404588
az,40.181111,47.662778
az,40.700279,47.188954
az,41.456687,48.188889
az,41.727583,48.523148
az,40.657778,46.227693
az,40.524836,48.743281
az,41.680622,46.264132
az,41.333056,49.072778
az,40.101111,46.820556
az,39.288499,48.399575
az,40.571325,48.618626
az,39.288499,48.399575
az,40.571325,48.618626
az,40.040835,48.944508
az,41.122838,48.300222
az,39.288499,48.399575
az,40.040835,48.944508
az,40.516401,46.322843
az,41.456687,48.188889
az,41.727583,48.523148
ba,45.0208333,15.8275
ba,45.0477778,15.8566667
ba,44.0733333,19.5383333
ba,44.8755556,16.5222222
ba,44.9194444,17.1477778
ba,44.1775,16.4638889
ba,44.5711111,18.9
ba,44.8647222,18.0008333
ba,45.0183333,18.3655556
ba,44.9527778,17.3730556
ba,44.4302778,16.3952778
ba,44.875,16.9947222
ba,44.9013889,18.1141667
ba,43.7813889,19.1205556
ba,44.4986111,18.0025
ba,43.0891667,18.0805556
ba,43.3433333,17.5197222
ba,43.2794444,18.4169444
ba,45.0413889,18.0172222
ba,43.4313889,18.7902778
ba,45.0986111,17.0227778
ba,44.5958333,17.5025
ba,44.7708333,16.6769444
ba,43.8708333,19.1588889
ba,44.7669444,17.7491667
ba,44.9333333,16.4602778
ba,44.2972222,16.6086111
ba,43.8963889,19.1519444
ba,45.0097222,17.8469444
ba,44.9277778,16.4430556
ba,45.1080556,18.0641667
ba,45.0627778,17.2
ba,44.5658333,17.1919444
ba,43.8872222,18.2763889
ba,44.7347222,18.2019444
ba,44.7491667,18.3122222
ba,43.905,18.5163889
ba,44.6733333,18.3458333
ba,44.8744444,18.4425
ba,45.0494444,16.5766667
ba,44.6288889,18.5797222
ba,44.4661111,19.0566667
ba,44.1461111,17.8533333
ba,43.6252778,18.9422222
ba,45.1780556,15.9869444
ba,44.4694444,18.0363889
ba,43.6986111,19.1836111
ba,44.1719444,16.8263889
ba,44.0716667,18.5586111
ba,44.1497222,18.7236111
ba,44.3658333,17.2188889
ba,44.2969444,18.8130556
ba,43.3175,17.3077778
ba,44.6933333,18.0077778
ba,43.4011111,18.7725
ba,43.1194444,17.8577778
ba,43.2552778,18.4702778
ba,44.1447222,18.1302778
ba,43.8897222,18.0591667
ba,43.7391667,19.1144444
ba,45.1797222,16.5719444
ba,43.3752778,17.3780556
ba,43.9936111,17.2994444
ba,45.2291667,16.9338889
ba,45.1244444,16.0286111
ba,44.8594444,16.2038889
ba,45.1969444,15.8127778
ba,44.5055556,17.0944444
ba,42.935,18.4444444
ba,42.6927778,18.3394444
ba,43.3488889,17.3016667
ba,45.1072222,15.9925
ba,44.8944444,15.9502778
ba,44.8602778,18.4766667
ba,44.6933333,18.0077778
ba,44.8913889,16.3241667
ba,44.8283333,15.9094444
ba,43.9955556,18.1236111
ba,45.0188889,16.0630556
ba,44.0355556,17.5647222
bb,13.2833333,-59.6
bb,13.1833333,-59.5666667
bb,13.2833333,-59.6166667
bb,13.2666667,-59.6333333
bb,13.3333333,-59.6
bb,13.2166667,-59.6
bb,13.15,-59.6333333
bb,13.1666667,-59.5666667
bb,13.3166667,-59.6333333
bb,13.3166667,-59.6333333
bb,13.1666667,-59.6166667
bb,13.15,-59.6
bb,13.1666667,-59.5333333
bb,13.25,-59.6333333
bb,13.0333333,-59.5166667
bb,13.2833333,-59.6333333
bb,13.15,-59.6166667
bb,13.1333333,-59.5333333
bb,13.2333333,-59.6166667
bb,13.1,-59.6
bb,13.0833333,-59.5333333
bb,13.2166667,-59.5166667
bb,13.2166667,-59.5666667
bb,13.15,-59.45
bb,13.15,-59.45
bb,13.15,-59.45
bb,13.0833333,-59.6
bb,13.15,-59.55
bb,13.1166667,-59.4333333
bb,13.1166667,-59.5833333
bb,13.25,-59.5666667
bb,13.0833333,-59.6
bb,13.2166667,-59.5333333
bb,13.1666667,-59.6
bb,13.2666667,-59.6
bb,13.2833333,-59.6166667
bb,13.1166667,-59.5
bb,13.1333333,-59.5833333
bb,13.3,-59.6
bb,13.2166667,-59.55
bb,13.1833333,-59.5333333
bb,13.1333333,-59.6333333
bb,13.3,-59.5833333
bb,13.1,-59.4666667
bb,13.15,-59.45
bb,13.2,-59.5666667
bb,13.2,-59.6166667
bb,13.0666667,-59.5833333
bb,13.1,-59.5333333
bb,13.1833333,-59.5333333
bb,13.2833333,-59.5666667
bb,13.2833333,-59.6333333
bb,13.1666667,-59.5166667
bb,13.1833333,-59.55
bb,13.25,-59.5833333
bb,13.1166667,-59.5
bb,13.15,-59.5833333
bb,13.1,-59.6166667
bb,13.1,-59.5333333
bb,13.1166667,-59.5166667
bb,13.1,-59.6166667
bb,13.0833333,-59.5833333
bb,13.3,-59.6333333
bb,13.2333333,-59.55
bb,13.2333333,-59.55
bb,13.2,-59.5333333
bb,13.1166667,-59.5333333
bb,13.1333333,-59.4666667
bb,13.0666667,-59.5166667
bb,13.1166667,-59.5166667
bb,13.2,-59.5833333
bb,13.05,-59.5333333
bb,13.15,-59.5833333
bb,13.2166667,-59.6333333
bb,13.1166667,-59.4833333
bb,13.1833333,-59.5666667
bb,13.1833333,-59.5
bb,13.2666667,-59.6
bb,13.2,-59.55
bb,13.2166667,-59.5333333
bd,24.8333333,88.8833333
bd,23.6,89.3333333
bd,23.8666667,88.9
bd,24.1666667,88.85
bd,24.7333333,88.45
bd,24.5333333,88.9333333
bd,23.35,90.35
bd,23.7666667,89.4666667
bd,22.3666667,89.0333333
bd,24.05,90.7333333
bd,23.4166667,90.0666667
bd,23.4166667,90.0666667
bd,22.8166667,91.0833333
bd,22.8166667,91.0833333
bd,23.55,90.4833333
bd,24.8666667,89.0
bd,22.9166667,91.0
bd,24.3833333,91.1666667
bd,24.55,90.8166667
bd,24.25,88.9833333
bd,23.2333333,89.15
bd,24.7333333,88.45
bd,24.8333333,88.8833333
bd,24.95,89.0666667
bd,24.5166667,88.3166667
bd,23.0166667,89.4666667
bd,22.5833333,90.2833333
bd,23.4,90.8666667
bd,25.8166667,89.2
bd,22.95,91.0166667
bd,25.2333333,89.3666667
bd,22.85,90.9833333
bd,22.95,90.8833333
bd,23.4,90.8666667
bd,23.6666667,90.0166667
bd,24.6833333,88.8166667
bd,23.5166667,91.0666667
bd,24.55,88.3666667
bd,25.2666667,89.25
bd,22.9166667,90.85
bd,22.9166667,90.85
bd,22.9833333,91.0
bd,25.6166667,89.25
bd,24.4,88.5
bd,24.7833333,90.8166667
bd,24.5333333,89.55
bd,23.0,90.4333333
bd,23.25,90.3
bd,23.8666667,88.9
bd,23.4333333,90.6666667
bd,23.9333333,90.1
bd,23.0666667,90.9833333
bd,23.3252778,90.7586111
bd,23.3252778,90.7586111
bd,24.55,90.7333333
bd,23.65,89.6
bd,23.65,89.6
bd,24.5166667,90.9166667
bd,23.5166667,90.95
bd,24.1666667,90.7
bd,23.7833333,90.8
bd,23.35,90.3666667
bd,23.35,90.3666667
bd,24.5333333,90.3
bd,24.5333333,88.7166667
bd,23.55,89.2833333
bd,24.75,90.6333333
bd,23.55,89.2833333
bd,24.2666667,90.7833333
bd,24.5833333,90.1166667
bd,23.2333333,90.3833333
bd,23.7666667,90.3666667
bd,23.9666667,90.4333333
bd,23.8,89.1666667
bd,22.2166667,90.1833333
bd,22.5166667,90.15
bd,22.5333333,89.1666667
bd,25.6,89.2833333
bd,24.85,88.9666667
bd,23.3166667,90.5
be,50.783333,3.216667
be,50.933333,3.666667
be,50.766667,4.866667
be,50.783333,5.2
be,50.933333,4.033333
be,51.033333,3.7
be,51.033333,3.7
be,51.1,3.5
be,51.083333,3.45
be,51.1,3.5
be,51.1,3.433333
be,50.933333,5.233333
be,51.15,5.466667
be,51.183333,5.633333
be,50.983333,5.283333
be,51.05,5.3
be,51.05,5.3
be,51.1,5.433333
be,51.1,5.433333
be,51,5.483333
be,51.05,5.616667
be,51.05,5.616667
be,51.416667,4.716667
be,50.95,3.15
be,51.4,4.733333
be,51.4,4.733333
be,50.966667,5.066667
be,51.483333,5.016667
be,49.683333,5.816667
be,50.983333,4.833333
be,51,3.416667
be,51.05,5.633333
be,51.2,4.983333
be,50.983333,4.066667
be,51.116667,3.083333
be,51.133333,4.383333
be,51.05,5.633333
be,50.633333,3.783333
be,50.35,4.316667
be,51.3,5.483333
be,49.65,5.35
be,51.1,5.8
be,50.466667,5.35
be,51.066667,3.783333
be,50.816667,2.666667
be,50.85,3.283333
be,50.7,4.366667
be,50.816667,2.666667
be,50.266667,5.233333
be,50.666667,5.15
be,50.883333,3.283333
be,51.25,5.483333
be,50.266667,5.05
be,50.7,4.183333
be,50.333333,5.183333
be,49.983333,5.816667
be,50.7,4.183333
be,50.15,5.75
be,51.383333,4.766667
be,51.066667,3.8
be,51.066667,3.8
be,51.166667,4.633333
be,51.2,5.1
be,51.2,5.1
be,51.4,4.483333
be,50.883333,4.55
be,50.883333,4.55
be,51.05,5.65
be,51.066667,5.35
be,51.05,4.266667
be,50.916667,4.983333
be,51.033333,5.033333
be,51.016667,5.566667
be,51.133333,4.666667
be,51.233333,5.533333
be,51.183333,3.883333
be,50.783333,3.366667
be,51.216667,4.866667
be,51.216667,4.866667
be,51.166667,4.9
bf,12.5,-3.4166667
bf,13.7666667,-1.4833333
bf,13.1,-1.35
bf,12.1166667,-1.7833333
bf,12.4258333,-1.4358333
bf,12.64,-1.0555556
bf,11.7833333,-2.3833333
bf,13.8333333,-0.3666667
bf,12.35,1.8833333
bf,12.4833333,1.8166667
bf,13.95,0.3666667
bf,14.05,-0.9333333
bf,13.0166667,-0.95
bf,13.7666667,-0.05
bf,13.8833333,-1.4333333
bf,13.8666667,-1.5666667
bf,13.45,-1.1166667
bf,10.6333333,-5.1
bf,9.7833333,-3.05
bf,13.2166667,-0.6166667
bf,13.7666667,0.4
bf,14.2666667,0.0666667
bf,13.0333333,0.0
bf,13.0166667,0.2333333
bf,11.0,-0.9166667
bf,12.6333333,1.4666667
bf,12.0333333,0.9333333
bf,14.0666667,-0.85
bf,12.05,0.9666667
bf,14.2333333,-1.95
bf,13.9833333,-2.55
bf,12.4833333,-3.9833333
bf,9.9333333,-3.1
bf,14.1333333,-0.8666667
bf,12.4333333,2.2333333
bf,10.0666667,-3.1833333
bf,13.9666667,-2.25
bf,12.3241667,-0.3091667
bf,12.75,-1.2166667
bf,13.0833333,0.65
bf,11.8166667,-3.6833333
bf,13.7333333,-0.75
bf,13.7333333,-0.75
bf,13.7333333,-0.75
bf,13.6833333,-2.1833333
bf,12.9333333,-0.65
bf,13.3166667,-1.7666667
bf,13.45,-0.0666667
bf,12.9166667,-0.9666667
bf,12.9166667,-0.9666667
bf,13.6666667,-2.3333333
bf,13.15,0.9333333
bf,13.3333333,-3.9166667
bf,14.3166667,-0.9333333
bf,10.2,-3.3333333
bf,10.0333333,-3.1
bf,13.8333333,-2.5833333
bf,12.85,-2.05
bf,14.2325,-0.8663889
bf,10.9166667,-5.0666667
bf,11.5833333,1.4666667
bf,13.1333333,-1.3833333
bf,13.1,-1.2666667
bf,11.6666667,-3.1333333
bf,10.6333333,-2.9833333
bf,12.8833333,0.25
bf,12.05,0.9333333
bf,11.0,-1.1333333
bf,12.8,-1.0666667
bf,12.6333333,-4.0833333
bf,11.8666667,-2.3666667
bf,12.0833333,-3.2333333
bf,11.2833333,-3.9833333
bf,13.35,-4.0166667
bf,12.0333333,0.5166667
bf,12.7166667,-1.5
bf,12.9166667,-0.4666667
bf,11.9833333,-1.5833333
bf,12.95,0.0666667
bf,13.15,-1.0333333
bg,42.9333333,27.8666667
bg,42.9333333,27.8666667
bg,42.9333333,27.8666667
bg,42.75,26.7
bg,43.6,26.8166667
bg,42.3166667,24.2833333
bg,41.6166667,25.6666667
bg,43.6,26.8166667
bg,42.9833333,26.55
bg,43.0333333,24.6833333
bg,43.0313889,24.1127778
bg,41.5333333,23.9333333
bg,43.0333333,24.6833333
bg,41.5333333,23.9333333
bg,43.3666667,27.1166667
bg,42.35,25.0833333
bg,42.35,25.0833333
bg,43.9,27.8
bg,43.9,27.8
bg,42.7333333,27.3
bg,43.8166667,27.15
bg,43.7333333,28.5
bg,43.85,27.3833333
bg,43.7833333,27.4666667
bg,43.8166667,27.15
bg,41.6166667,25.0666667
bg,42.5333333,26.9833333
bg,42.5333333,26.9833333
bg,42.1,25.05
bg,41.6,25.1166667
bg,42.1,27.95
bg,42.1,27.95
bg,42.5333333,26.9833333
bg,42.5333333,26.9833333
bg,42.5333333,26.9833333
bg,41.6666667,25.9333333
bg,41.6666667,25.9333333
bg,41.6,25.6666667
bg,41.6,25.6833333
bg,43.6833333,26.6
bg,42.15,24.55
bg,43.6833333,26.6
bg,41.4,25.3833333
bg,41.6,25.6833333
bg,42.9666667,25.3166667
bg,42.4666667,25.4666667
bg,43.8877778,22.5213889
bg,43.8877778,22.5213889
bg,42.9666667,25.3166667
bg,42.0833333,24.4333333
bg,42.5,25.0166667
bg,43.25,27.8166667
bg,42.5,25.0166667
bg,43.25,27.8166667
bg,42.1333333,24.45
bg,42.15,24.2833333
bg,42.2333333,24.2666667
bg,41.55,25.55
bg,42.5333333,26.2666667
bg,42.4666667,26.8333333
bg,42.1,27.95
bg,43.1333333,25.0
bg,43.1333333,25.0
bg,42.45,27.65
bg,43.2,24.3166667
bg,42.55,27.65
bg,43.9,26.7333333
bg,42.1,27.95
bg,42.1,27.95
bg,43.3166667,26.2833333
bg,43.8166667,26.9333333
bg,43.75,27.9666667
bg,43.55,27.9333333
bg,43.55,27.9333333
bg,44.1,27.1666667
bg,42.0833333,24.4333333
bg,44.0,26.9666667
bg,43.5833333,27.0
bg,42.65,24.7333333
bg,43.2166667,25.2
bh,26.2444444,50.6191667
bh,26.2175,50.5069444
bh,26.2175,50.5069444
bh,26.2841667,50.6236111
bh,26.2180556,50.4705556
bh,25.9786111,50.615
bh,26.2166667,50.5333333
bh,26.2166667,50.5333333
bh,26.2172222,50.5405556
bh,26.1430556,50.6102778
bh,26.1430556,50.6102778
bh,25.9883333,50.5283333
bh,26.1430556,50.6102778
bh,26.1430556,50.6102778
bh,26.0572222,50.6163889
bh,26.0844444,50.5505556
bh,26.2252778,50.5372222
bh,26.2130556,50.45
bh,26.2130556,50.45
bh,26.2694444,50.6077778
bh,26.0844444,50.5505556
bh,26.1622222,50.4491667
bh,26.2105556,50.6116667
bh,26.0844444,50.5505556
bh,26.2077778,50.6025
bh,26.2455556,50.6541667
bh,26.2111111,50.5138889
bh,26.1433333,50.4594444
bh,26.1433333,50.4594444
bh,26.2455556,50.6541667
bh,26.1833333,50.55
bh,26.1619444,50.5163889
bh,26.2230556,50.5497222
bh,26.19,50.4677778
bh,26.1622222,50.4491667
bh,26.1819444,50.5533333
bh,26.2105556,50.6116667
bh,26.1636111,50.6047222
bh,26.1636111,50.6047222
bh,26.1333333,50.6086111
bh,26.2122222,50.5888889
bh,26.0980556,50.4866667
bh,26.0980556,50.4866667
bh,25.9241667,50.5194444
bh,26.2361111,50.5830556
bh,26.2361111,50.5830556
bh,26.2102778,50.4733333
bh,25.9241667,50.5194444
bh,25.9241667,50.5194444
bh,26.2572222,50.6119444
bh,26.2572222,50.6119444
bh,25.9241667,50.5194444
bh,26.2197222,50.5230556
bh,26.2122222,50.5372222
bh,25.9241667,50.5194444
bh,26.2066667,50.5588889
bh,26.2155556,50.5191667
bh,25.9808333,50.5305556
bh,26.1722222,50.6105556
bh,26.1972222,50.4627778
bh,26.1327778,50.5202778
bh,26.1375,50.5511111
bh,26.1238889,50.5736111
bh,25.9238889,50.5530556
bh,26.2147222,50.5069444
bh,26.0211111,50.475
bh,26.0475,50.4863889
bh,25.9883333,50.5283333
bh,25.9883333,50.5283333
bh,26.2166667,50.5333333
bh,26.1347222,50.5975
bh,26.1430556,50.6102778
bh,26.2561111,50.6322222
bh,26.1327778,50.5202778
bh,26.13,50.555
bh,26.13,50.555
bh,26.1375,50.5511111
bh,26.1238889,50.5736111
bh,25.9238889,50.5530556
bh,25.9238889,50.5530556
bi,-3.5338889,30.1730556
bi,-2.9891667,29.4144444
bi,-3.775,29.6261111
bi,-3.1533333,30.1694444
bi,-4.4416667,29.6677778
bi,-3.1416667,29.6277778
bi,-4.3227778,29.5908333
bi,-3.8144444,29.6972222
bi,-3.5777778,29.6163889
bi,-3.6830556,30.2111111
bi,-2.8286111,30.3580556
bi,-3.6519444,29.6327778
bi,-2.9538889,29.7594444
bi,-3.4525,30.1497222
bi,-3.735,29.6313889
bi,-2.8283333,29.3213889
bi,-4.2308333,30.0375
bi,-3.335,30.4719444
bi,-3.5947222,29.7425
bi,-3.2719444,30.1575
bi,-3.1408333,29.8113889
bi,-3.9102778,29.98
bi,-3.6791667,29.9080556
bi,-3.1636111,30.5955556
bi,-3.8416667,29.6855556
bi,-2.4908333,30.5008333
bi,-3.0572222,29.3130556
bi,-3.7258333,30.0508333
bi,-3.1261111,30.0319444
bi,-3.2683333,30.5683333
bi,-3.5863889,29.7791667
bi,-3.475,30.0913889
bi,-3.5491667,29.5613889
bi,-4.1883333,29.99
bi,-4.3455556,29.7961111
bi,-3.4972222,30.3161111
bi,-4.0541667,29.6241667
bi,-4.0541667,29.6241667
bi,-2.7875,29.9013889
bi,-3.5675,29.4411111
bi,-2.6,30.1402778
bi,-3.5763889,30.1575
bi,-3.4758333,30.1172222
bi,-2.7413889,29.9002778
bi,-2.8980556,30.3391667
bi,-2.8463889,29.3663889
bi,-3.5861111,29.6708333
bi,-4.1161111,29.96
bi,-3.5436111,29.9319444
bi,-3.8191667,29.3616667
bi,-2.9197222,29.3505556
bi,-3.2333333,29.9138889
bi,-2.8913889,29.8402778
bi,-4.3361111,29.6052778
bi,-3.3461111,29.48
bi,-3.0472222,30.2955556
bi,-3.0833333,29.3944444
bi,-2.9138889,29.4438889
bi,-3.4486111,29.8966667
bi,-3.2272222,29.6738889
bi,-3.1366667,30.3141667
bi,-2.9108333,29.1922222
bi,-2.9908333,30.5961111
bi,-3.5488889,29.9033333
bi,-2.5305556,30.0722222
bi,-3.2061111,30.5919444
bi,-2.9666667,29.1930556
bi,-3.0447222,29.9530556
bi,-3.2916667,29.5458333
bi,-3.3791667,29.8794444
bi,-3.9297222,30.1544444
bi,-2.6002778,30.0863889
bi,-3.2333333,29.9138889
bi,-4.1825,29.6066667
bi,-3.0969444,30.0625
bi,-3.4080556,30.3855556
bi,-2.4333333,30.4305556
bi,-2.8655556,30.2952778
bi,-3.8077778,30.2205556
bi,-2.655,30.2911111
bj,8.05,1.6666667
bj,6.6166667,2.0333333
bj,9.1333333,2.15
bj,8.0333333,1.6833333
bj,8.1,1.8833333
bj,9.6333333,1.9666667
bj,9.6333333,1.9666667
bj,6.55,2.5833333
bj,6.55,2.5833333
bj,7.1,1.65
bj,7.1833333,1.9833333
bj,6.45,2.35
bj,7.1833333,1.9833333
bj,6.45,2.35
bj,6.8166667,2.2
bj,7.1166667,1.8333333
bj,6.3333333,2.1166667
bj,6.45,2.1833333
bj,6.45,2.1833333
bj,6.5333333,2.6333333
bj,9.2666667,2.65
bj,7.4333333,2.5666667
bj,6.6833333,1.6166667
bj,11.2,2.3333333
bj,9.25,2.65
bj,7.9833333,1.8
bj,9.7666667,1.7833333
bj,9.4166667,1.45
bj,9.2833333,1.5
bj,9.6,1.3833333
bj,9.6,1.3833333
bj,9.6,1.5666667
bj,7.0,1.95
bj,6.7833333,1.65
bj,7.15,1.8833333
bj,6.6166667,2.2
bj,8.75,2.6
bj,7.8,1.7833333
bj,6.4833333,2.5833333
bj,7.4666667,1.9833333
bj,6.6166667,2.0333333
bj,6.6333333,2.0333333
bj,7.4166667,1.8333333
bj,7.8166667,1.85
bj,6.5166667,2.35
bj,6.9166667,1.9166667
bj,6.3333333,1.85
bj,6.3333333,1.85
bj,7.1333333,1.9166667
bj,7.05,1.8
bj,7.7833333,1.7333333
bj,7.3333333,1.8333333
bj,8.4,1.9
bj,7.0,2.6166667
bj,6.4,2.2
bj,6.5333333,2.6666667
bj,6.4,2.2
bj,6.5333333,2.6166667
bj,7.4666667,1.9166667
bj,7.35,1.8
bj,6.7,2.3
bj,7.0333333,1.9833333
bj,6.7,1.6666667
bj,6.2333333,1.6833333
bj,8.15,1.9666667
bj,6.7,2.4666667
bj,6.65,2.0666667
bj,6.7,2.4666667
bj,6.4166667,2.0333333
bj,6.4166667,2.0333333
bj,6.3666667,2.1333333
bj,7.8833333,1.7333333
bj,7.35,2.5666667
bj,6.9166667,1.6666667
bj,6.9166667,1.6666667
bj,9.0333333,2.5
bj,6.6333333,1.6666667
bj,6.6333333,1.6666667
bj,7.1166667,1.9166667
bj,7.3166667,1.9666667
bm,32.2941667,-64.7605556
bm,32.3702778,-64.6544444
bm,32.2836111,-64.7705556
bm,32.3211111,-64.7369444
bm,32.2941667,-64.7838889
bm,32.3186111,-64.7288889
bm,32.2694444,-64.8088889
bm,32.3136111,-64.7436111
bm,32.2711111,-64.88
bm,32.3633333,-64.6730556
bm,32.2741667,-64.7836111
bm,32.3063889,-64.7736111
bm,32.3816667,-64.6780556
bm,32.3816667,-64.6780556
bm,32.3816667,-64.6780556
bm,32.2972222,-64.8655556
bm,32.2983333,-64.8683333
bm,32.3263889,-64.7411111
bm,32.3211111,-64.7369444
bm,32.3327778,-64.6880556
bm,32.2572222,-64.8161111
bn,4.8833333,114.9333333
bn,4.8833333,114.7666667
bn,4.7166667,115.0666667
bn,4.65,114.6333333
bn,4.6166667,114.6
bn,4.7,115.1
bn,4.45,114.3166667
bn,4.6,114.7166667
bn,4.65,115.1
bn,4.7333333,114.5666667
bn,4.8666667,114.7166667
bn,5.0333333,115.0666667
bn,4.8833333,114.9333333
bn,4.8833333,114.9333333
bn,4.8833333,114.9333333
bn,4.8833333,114.9666667
bn,4.5333333,114.45
bn,4.85,114.95
bn,4.7666667,114.5833333
bn,4.8833333,114.9166667
bn,4.95,114.85
bn,4.6833333,114.7166667
bn,4.6166667,115.1
bn,4.7833333,114.8166667
bn,4.95,114.95
bn,4.9666667,114.9666667
bn,4.8,114.8
bn,4.6833333,114.6666667
bn,4.8833333,114.7666667
bn,4.65,114.7166667
bn,4.65,114.6333333
bn,4.6166667,114.6
bn,4.6166667,114.6166667
bn,4.8833333,114.8666667
bn,4.6666667,115.1
bn,4.5666667,115.1333333
bn,4.8166667,114.8166667
bn,4.7833333,114.8166667
bn,4.8833333,114.85
bn,4.9833333,115.0333333
bn,4.8333333,114.9666667
bn,4.85,114.8333333
bn,4.85,114.8333333
bn,4.6666667,115.0833333
bn,4.6333333,115.05
bn,4.95,114.95
bn,4.6,114.7166667
bn,4.6,114.7166667
bn,4.9333333,114.95
bn,4.9,114.95
bn,4.8833333,115.0333333
bn,4.9,114.9833333
bn,4.8833333,114.8833333
bn,4.65,115.1
bn,4.8833333,114.9
bn,4.7333333,114.5666667
bn,4.8666667,114.7166667
bn,4.7833333,114.7333333
bn,4.6166667,114.6833333
bn,4.6833333,115.0833333
bn,4.85,114.95
bn,4.8833333,114.9666667
bn,4.6166667,114.6
bn,4.6333333,114.65
bn,4.7,114.7166667
bn,4.8333333,114.7333333
bn,4.65,114.7333333
bn,4.7666667,114.7333333
bn,4.65,115.05
bn,4.85,114.8833333
bn,4.65,114.6333333
bn,4.65,114.6333333
bn,4.9333333,114.9166667
bn,4.65,114.6333333
bn,4.8666667,114.8
bn,4.7666667,114.5833333
bn,4.95,114.95
bn,4.95,114.95
bn,4.9166667,114.9166667
bn,4.8666667,114.8
bo,-16.8666667,-59.9833333
bo,-10.9333333,-67.15
bo,-14.8166667,-61.7666667
bo,-21.5333333,-63.55
bo,-18.8333333,-63.4666667
bo,-17.4833333,-69.4333333
bo,-17.4833333,-69.4333333
bo,-14.8833333,-61.7166667
bo,-14.1333333,-62.1833333
bo,-18.8833333,-66.6166667
bo,-16.4833333,-68.45
bo,-16.05,-68.65
bo,-17.7666667,-66.5
bo,-20.55,-65.6333333
bo,-21.5333333,-64.1166667
bo,-21.4166667,-65.65
bo,-21.05,-65.95
bo,-19.8,-68.45
bo,-19.9,-65.7166667
bo,-21.7666667,-64.5833333
bo,-21.2,-67.3833333
bo,-21.2,-67.3833333
bo,-20.5333333,-68.5833333
bo,-19.2333333,-65.2166667
bo,-19.2333333,-65.2166667
bo,-20.3333333,-65.15
bo,-17.6,-66.65
bo,-17.6,-66.65
bo,-17.5666667,-64.0166667
bo,-17.5666667,-64.0166667
bo,-18.2166667,-64.2333333
bo,-18.2166667,-64.2333333
bo,-21.7666667,-64.5833333
bo,-20.1,-64.75
bo,-21.2166667,-64.15
bo,-20.45,-64.0333333
bo,-17.8166667,-65.5333333
bo,-17.7666667,-65.5333333
bo,-17.7666667,-65.5333333
bo,-18.0833333,-60.1166667
bo,-17.5333333,-61.2
bo,-21.0666667,-65.7166667
bo,-10.4666667,-67.1333333
bo,-19.2833333,-65.2
bo,-19.2833333,-65.2
bo,-18.0,-66.0833333
bo,-18.2166667,-65.65
bo,-21.9666667,-66.7666667
bo,-13.9,-61.6333333
bo,-14.7833333,-68.4333333
bo,-18.1166667,-68.65
bo,-15.65,-68.45
bo,-18.0,-66.0833333
bo,-20.35,-64.8166667
bo,-20.35,-64.8166667
bo,-13.9,-61.6333333
bo,-10.8666667,-66.65
bo,-17.4,-69.3333333
bo,-15.7666667,-68.8166667
bo,-18.5044444,-64.975
bo,-16.6333333,-68.7
bo,-16.05,-68.6833333
bo,-16.0166667,-68.7666667
bo,-21.7166667,-66.1166667
bo,-21.1333333,-65.7166667
bo,-21.2166667,-67.65
bo,-16.8833333,-68.3833333
bo,-21.2166667,-67.65
bo,-21.65,-65.85
bo,-15.4166667,-68.5333333
bo,-19.2666667,-67.0166667
bo,-17.5333333,-69.0166667
bo,-17.4,-68.9166667
bo,-16.7,-68.2666667
bo,-16.7166667,-68.2166667
bo,-15.3666667,-67.9333333
bo,-15.8,-68.0666667
bo,-15.7333333,-68.0666667
bo,-15.1666667,-68.2333333
bo,-15.1666667,-68.2333333
br,-28.583333,-49.166667
br,-22.764965,-43.289678
br,-22.533333,-54.35
br,-28.75,-53.1
br,-28.633333,-54.116667
br,-27.966667,-54.616667
br,-19.766667,-40.6
br,-29.1,-51.866667
br,-12.066667,-38.966667
br,-8.85,-62.283333
br,-12.166667,-60.083333
br,-27.783333,-54.233333
br,-27.783333,-54.233333
br,-22.032222,-43.489444
br,-29.85,-53.016667
br,-29.2444,-51.1402
br,-29.2238,-51.1732
br,-21.783333,-55.183333
br,-20.7,-45.366667
br,-6.716667,-37.983333
br,.316667,-50.883333
br,-3.946389,-62.903889
br,-1.116667,-49.65
br,-3.916667,-58.75
br,-3.916667,-58.75
br,-3.916667,-58.75
br,-5.916667,-39.516667
br,-.7,-47.883333
br,-11.566667,-37.5
br,-17.716667,-43.1
br,-21.733333,-41.233333
br,-19.333333,-45.216667
br,-19.333333,-45.216667
br,-18.466667,-47.4
br,-16.1,-48.8
br,-19.15,-45.45
br,-1.7,-48.9
br,-1.7,-48.9
br,-1.033333,-47.7
br,-7.35,-39.05
br,-21.6,-42.5
br,-13.283333,-41.7
br,-24.033333,-48.05
br,-24.95,-49.816667
br,-24.95,-49.816667
br,-7.116667,-36.95
br,-21.633333,-55.533333
br,-8.716667,-39.116667
br,-22.2,-43.5
br,-28.1,-52.916667
br,-23.316667,-50.3
br,-23.071781,-47.873628
br,-11.566667,-37.5
br,-19.333333,-45.216667
br,-18.466667,-47.4
